ensembl_transcript_id	ensembl_gene_id	chromosome_name	transcript_start	transcript_end	external_gene_id	percentage_gc_content	gene_biotype	source	name_1006	cds_length
ENST00000375375	ENSG00000009709	1	18957500	19062632	PAX7	52.35	protein_coding	ensembl	chromatin remodeling	1563
ENST00000400897	ENSG00000009724	1	11086580	11107280	MASP2	50.21	protein_coding	ensembl	complement activation, lectin pathway	2061
ENST00000229447	ENSG00000009765	6	150690028	150725764	IYD	41.6	protein_coding	ensembl	oxidoreductase activity	882
ENST00000010299	ENSG00000009780	1	28052568	28087092	FAM76A	43.35	protein_coding	ensembl		1026
ENST00000367024	ENSG00000009790	1	209931843	209955652	TRAF3IP3	45.61	protein_coding	ensembl	protein binding	1656
ENST00000261534	ENSG00000009830	14	77741299	77787227	POMT2	47.08	protein_coding	ensembl	endoplasmic reticulum membrane	2253
ENST00000367630	ENSG00000009844	6	142468367	142542085	VTA1	35.33	protein_coding	ensembl	protein binding	924
ENST00000313375	ENSG00000009950	7	73007524	73038870	MLXIPL	56.25	protein_coding	ensembl	transcription, DNA-dependent	2559
ENST00000339594	ENSG00000009954	7	72854728	72936602	BAZ1B	43.19	protein_coding	ensembl	centromeric heterochromatin	4452
ENST00000011619	ENSG00000010017	6	13621730	13711796	RANBP9	36.94	protein_coding	ensembl	protein complex assembly	2190
ENST00000340181	ENSG00000010030	6	36333971	36355560	ETV7	49.92	protein_coding	ensembl	sequence-specific DNA binding	1026
ENST00000295050	ENSG00000010072	1	231473794	231490769	SPRTN	41.57	protein_coding	ensembl	nucleus	1470
ENST00000361735	ENSG00000010165	1	171750842	171766857	METTL13	43.62	protein_coding	ensembl	methyltransferase activity	2100
ENST00000010132	ENSG00000010219	12	4699486	4723030	DYRK4	42.83	protein_coding	ensembl	protein kinase activity	1563
ENST00000342555	ENSG00000010244	17	30677194	30696879	ZNF207	38.47	protein_coding	ensembl	nucleus	1494
ENST00000203407	ENSG00000010256	3	48636436	48647470	UQCRC1	53.04	protein_coding	ensembl	mitochondrial respiratory chain complex III	1443
ENST00000009041	ENSG00000010270	7	38217824	38270272	STARD3NL	38.4	protein_coding	ensembl	integral to membrane	705
ENST00000009180	ENSG00000010278	12	6309615	6347425	CD9	51.04	protein_coding	ensembl	apical plasma membrane	687
ENST00000310417	ENSG00000010282	3	42734155	42743013	HHATL	56.48	protein_coding	ensembl	negative regulation of N-terminal protein palmitoylation	1515
ENST00000315579	ENSG00000010292	12	6602545	6641121	NCAPD2	46.34	protein_coding	ensembl	binding	4206
ENST00000356896	ENSG00000010295	12	6648705	6665239	IFFO1	54.31	protein_coding	ensembl	intermediate filament	1692
ENST00000304207	ENSG00000010310	19	46171515	46185246	GIPR	54.94	protein_coding	ensembl	transmembrane signaling receptor activity	1293
ENST00000327906	ENSG00000010318	3	52444673	52457657	PHF7	47.4	protein_coding	ensembl	plasma membrane	1146
ENST00000231721	ENSG00000010319	3	52467069	52479043	SEMA3G	59.63	protein_coding	ensembl	multicellular organismal development	2349
ENST00000345716	ENSG00000010322	3	52489524	52527087	NISCH	53.28	protein_coding	ensembl	cytosol	4515
ENST00000321725	ENSG00000010327	3	52529354	52558511	STAB1	60.65	protein_coding	ensembl	defense response to bacterium	7713
ENST00000313777	ENSG00000010361	19	50310154	50316527	FUZ	52.29	protein_coding	ensembl	neural tube closure	1257
ENST00000343164	ENSG00000010379	12	329791	372002	SLC6A13	47.19	protein_coding	ensembl	transmembrane transport	1809
ENST00000340855	ENSG00000010404	X	148558521	148586877	IDS	45.94	protein_coding	ensembl	glycosaminoglycan metabolic process	1653
ENST00000361005	ENSG00000010438	9	33750515	33799229	PRSS3	42.82	protein_coding	ensembl	extracellular region	915
ENST00000414144	ENSG00000010539	16	3272325	3285456	ZNF200	43.66	protein_coding	ensembl	zinc ion binding	1188
ENST00000011653	ENSG00000010610	12	6898638	6929974	CD4	48.56	protein_coding	ensembl	protein kinase binding	1377
ENST00000007969	ENSG00000010626	12	7013897	7023407	LRRC23	47.35	protein_coding	ensembl	protein binding	1032
ENST00000308731	ENSG00000010671	X	100604438	100641183	BTK	42.94	protein_coding	ensembl	B cell receptor signaling pathway	1980
ENST00000357618	ENSG00000010704	6	26087547	26098571	HFE	44.85	protein_coding	ensembl	hormone biosynthetic process	1047
ENST00000326197	ENSG00000010803	1	41492874	41626570	SCMH1	39.5	protein_coding	ensembl	nucleus	1983
ENST00000354650	ENSG00000010810	6	111981535	112194655	FYN	42.42	protein_coding	ensembl	glycoprotein binding	1614
ENST00000012134	ENSG00000010818	6	143072606	143158184	HIVEP2	38.32	protein_coding	ensembl	transcription, DNA-dependent	7341
ENST00000354841	ENSG00000010932	1	171227096	171255113	FMO1	40.92	protein_coding	ensembl	NADPH oxidation	1599
ENST00000418390	ENSG00000011007	1	24069645	24088549	TCEB3	45.7	protein_coding	ensembl	integral to membrane	2397
ENST00000374514	ENSG00000011009	1	24117460	24122029	LYPLA2	62.39	protein_coding	ensembl	metabolic process	696
ENST00000376496	ENSG00000011021	1	11866317	11899107	CLCN6	47.77	protein_coding	ensembl	protein binding	2862
ENST00000303375	ENSG00000011028	17	60704762	60770958	MRC2	52.24	protein_coding	ensembl	integral to membrane	4440
ENST00000230671	ENSG00000011083	5	149569520	149590635	SLC6A7	54.69	protein_coding	ensembl	plasma membrane	1911
ENST00000011898	ENSG00000011105	12	3186543	3395724	TSPAN9	52.13	protein_coding	ensembl	membrane	720
ENST00000334746	ENSG00000011114	14	93703896	93799367	BTBD7	40.08	protein_coding	ensembl	protein binding	3399
ENST00000316757	ENSG00000011132	19	3750878	3761697	APBA3	56.64	protein_coding	ensembl	intracellular signal transduction	1728
ENST00000393119	ENSG00000011143	17	56282803	56296666	MKS1	47.46	protein_coding	ensembl	ciliary transition zone	1680
ENST00000458276	ENSG00000011198	3	43732362	43760541	ABHD5	40.26	protein_coding	ensembl	peptidase activity	1050
ENST00000262648	ENSG00000011201	X	8496915	8700227	KAL1	39.59	protein_coding	ensembl	axon guidance	2043
ENST00000397410	ENSG00000011243	19	15490861	15529799	AKAP8L	48.86	protein_coding	ensembl	DEAD/H-box RNA helicase binding	1941
ENST00000225298	ENSG00000011260	17	49337889	49375294	UTP18	40.38	protein_coding	ensembl	nucleolus	1671
ENST00000486880	ENSG00000011295	17	15902782	15932096	TTC19	41.07	protein_coding	ensembl	midbody	1506
ENST00000356948	ENSG00000011304	19	797075	812327	PTBP1	61.17	protein_coding	ensembl	RNA splicing	1674
ENST00000355526	ENSG00000011332	19	38702343	38714890	DPF1	57.15	protein_coding	ensembl	protein binding	1245
ENST00000539008	ENSG00000011347	11	61286099	61348292	SYT7	57.15	protein_coding	ensembl	membrane	2061
ENST00000265537	ENSG00000011376	3	45429998	45590329	LARS2	42.15	protein_coding	ensembl	aminoacyl-tRNA editing activity	2712
ENST00000265970	ENSG00000011405	11	17108119	17191288	PIK3C2A	39.84	protein_coding	ensembl	vesicle	5061
ENST00000340093	ENSG00000011422	19	44152732	44174502	PLAUR	49.94	protein_coding	ensembl	U-plasminogen activator receptor activity	1008
ENST00000265748	ENSG00000011426	7	36429415	36493400	ANLN	37.88	protein_coding	ensembl	actin binding	3375
ENST00000389282	ENSG00000011451	19	15532319	15560762	WIZ	58.16	protein_coding	ensembl	zinc ion binding	4956
ENST00000373647	ENSG00000011454	9	125703288	125867145	RABGAP1	38.49	protein_coding	ensembl	regulation of Rab GTPase activity	3210
ENST00000052754	ENSG00000011465	12	91539025	91576900	DCN	34.59	protein_coding	ensembl	organ morphogenesis	1080
ENST00000012049	ENSG00000011478	19	46195741	46207247	QPCTL	52.56	protein_coding	ensembl	Golgi apparatus	1149
ENST00000012443	ENSG00000011485	19	46850251	46894109	PPP5C	50.75	protein_coding	ensembl	metal ion binding	1500
ENST00000377990	ENSG00000011523	2	65283506	65314138	CEP68	47.81	protein_coding	ensembl	centrosome organization	2274
ENST00000263881	ENSG00000011566	2	39476407	39664453	MAP4K3	36.9	protein_coding	ensembl	protein tyrosine kinase activity	2685
ENST00000262630	ENSG00000011590	19	36203830	36207940	ZBTB32	52.49	protein_coding	ensembl	protein binding	1464
ENST00000585901	ENSG00000011600	19	36395310	36399149	TYROBP	51.45	protein_coding	ensembl		435
ENST00000451578	ENSG00000011638	16	21170010	21191541	TMEM159	43.7	protein_coding	ensembl		558
ENST00000370311	ENSG00000011677	X	151336625	151620337	GABRA3	37.38	protein_coding	ensembl	GABA-A receptor activity	1479
ENST00000471181	ENSG00000012048	17	41197646	41277500	BRCA1	44.09	protein_coding	ensembl	positive regulation of histone H4-K16 acetylation	5655
ENST00000013807	ENSG00000012061	19	45916692	45926824	ERCC1	52.1	protein_coding	ensembl	protein binding	972
ENST00000085219	ENSG00000012124	19	35820090	35838258	CD22	50.24	protein_coding	ensembl	cell adhesion	2544
ENST00000379484	ENSG00000012174	X	21857754	21903542	MBTPS2	38.49	protein_coding	ensembl	integral to membrane	1560
ENST00000231751	ENSG00000012223	3	46477136	46506653	LTF	46.95	protein_coding	ensembl	interaction with host	2133
ENST00000220562	ENSG00000012232	8	28558844	28611204	EXTL3	44.36	protein_coding	ensembl	positive regulation of cell growth	2760
ENST00000188403	ENSG00000012504	12	100897138	100957420	NR1H4	39.74	protein_coding	ensembl	bile acid binding	1449
ENST00000541407	ENSG00000012660	6	53133557	53213748	ELOVL5	41.88	protein_coding	ensembl	fatty acid elongation, polyunsaturated fatty acid	981
ENST00000374391	ENSG00000012779	10	45869675	45941561	ALOX5	47.72	protein_coding	ensembl	nuclear membrane	2025
ENST00000541639	ENSG00000012817	Y	21867303	21906825	KDM5D	38.66	protein_coding	ensembl	histone demethylase activity (H3-K4 specific)	4713
ENST00000550804	ENSG00000012822	12	54105574	54121224	CALCOCO1	49.38	protein_coding	ensembl	nuclear chromatin	2076
ENST00000013070	ENSG00000012963	14	93673401	93695561	UBR7	43.3	protein_coding	ensembl	biological_process	1278
ENST00000013125	ENSG00000012983	14	50885243	50999327	MAP4K5	37.27	protein_coding	ensembl	protein kinase activity	2541
ENST00000322054	ENSG00000013016	2	31457203	31492313	EHD3	50.32	protein_coding	ensembl	plasma membrane	1608
ENST00000157812	ENSG00000013275	19	40476912	40487348	PSMC4	50.25	protein_coding	ensembl	DNA repair	1257
ENST00000285599	ENSG00000013288	4	6576902	6625089	MAN2B2	54.58	protein_coding	ensembl	zinc ion binding	3030
ENST00000231706	ENSG00000013293	3	170182353	170303863	SLC7A14	42.28	protein_coding	ensembl	transport	2316
ENST00000064724	ENSG00000013297	3	170136653	170151887	CLDN11	41.54	protein_coding	ensembl	cell adhesion	624
ENST00000377095	ENSG00000013306	17	42397004	42402183	SLC25A39	61.11	protein_coding	ensembl	mitochondrial inner membrane	1080
ENST00000357402	ENSG00000013364	16	29831729	29859355	MVP	52.54	protein_coding	ensembl	nucleus	2682
ENST00000568733	ENSG00000013374	7	151038797	151075535	NUB1	44.96	protein_coding	ensembl	response to tumor necrosis factor	1920
ENST00000283977	ENSG00000013375	6	83878247	83902985	PGM3	38.66	protein_coding	ensembl	phosphoglucomutase activity	1386
ENST00000434813	ENSG00000013441	2	201717919	201729284	CLK1	41.72	protein_coding	ensembl	protein serine/threonine kinase activity	1581
ENST00000228347	ENSG00000013503	12	106751436	106903976	POLR3B	39.75	protein_coding	ensembl	DNA binding	3402
ENST00000251089	ENSG00000013523	14	77253588	77279283	ANGEL1	44.37	protein_coding	ensembl		2013
ENST00000347642	ENSG00000013561	5	141348622	141368750	RNF14	42.04	protein_coding	ensembl	regulation of androgen receptor signaling pathway	1425
ENST00000014935	ENSG00000013563	X	153630099	153638375	DNASE1L1	54.53	protein_coding	ensembl	deoxyribonuclease activity	909
ENST00000407793	ENSG00000013573	12	31226779	31257725	DDX11	52.28	protein_coding	ensembl	nucleolus	2913
ENST00000014930	ENSG00000013583	12	13127798	13153207	HEBP1	43.52	protein_coding	ensembl	heme binding	570
ENST00000014914	ENSG00000013588	12	13043716	13070871	GPRC5A	46.77	protein_coding	ensembl	signal transduction	1074
ENST00000432680	ENSG00000013619	X	149531686	149681395	MAMLD1	44.07	protein_coding	ensembl	regulation of transcription, DNA-dependent	2997
ENST00000313421	ENSG00000013725	11	60739152	60787849	CD6	49.93	protein_coding	ensembl	membrane	2007
ENST00000313288	ENSG00000013810	4	1723266	1746898	TACC3	56.08	protein_coding	ensembl	cytoplasmic sequestering of transcription factor	2517
ENST00000369278	ENSG00000014123	6	96969684	97003152	UFL1	33.38	protein_coding	ensembl	negative regulation of NF-kappaB transcription factor activity	2385
ENST00000265465	ENSG00000014138	11	65029233	65066156	POLA2	47.9	protein_coding	ensembl	telomere maintenance	1797
ENST00000262577	ENSG00000014164	8	144519825	144623623	ZC3H3	58.38	protein_coding	ensembl	zinc ion binding	2847
ENST00000279247	ENSG00000014216	11	64949343	64979476	CAPN1	51.18	protein_coding	ensembl	calcium ion binding	2145
ENST00000351273	ENSG00000014257	3	132036251	132087142	ACPP	40.4	protein_coding	ensembl	extracellular region	1257
ENST00000539945	ENSG00000014641	2	63816367	63834307	MDH1	38.05	protein_coding	ensembl	cytoplasm	1059
ENST00000264451	ENSG00000014824	4	41992489	42089551	SLC30A9	36.94	protein_coding	ensembl	zinc ion transport	1707
ENST00000439741	ENSG00000014914	1	149900546	149908791	MTMR11	50.02	protein_coding	ensembl	dephosphorylation	2130
ENST00000016171	ENSG00000014919	10	101473272	101491857	COX15	42.42	protein_coding	ensembl	mitochondrial respiratory chain	1233
ENST00000389857	ENSG00000015133	14	91737669	91884121	CCDC88C	51.25	protein_coding	ensembl	oxidoreductase activity	6087
ENST00000442791	ENSG00000015153	12	42552836	42632038	YAF2	39.02	protein_coding	ensembl	positive regulation of transcription, DNA-dependent	615
ENST00000381591	ENSG00000015171	10	181009	300577	ZMYND11	37.8	protein_coding	ensembl	negative regulation of transcription from RNA polymerase II promoter	1809
ENST00000376701	ENSG00000015285	X	48542168	48549818	WAS	50.83	protein_coding	ensembl	actin polymerization or depolymerization	1509
ENST00000261615	ENSG00000015413	16	89696697	89704839	DPEP1	59.07	protein_coding	ensembl	extracellular space	1236
ENST00000317361	ENSG00000015475	22	18216906	18256782	BID	52.51	protein_coding	ensembl	release of cytochrome c from mitochondria	726
ENST00000394800	ENSG00000015479	5	138609793	138667360	MATR3	40.63	protein_coding	ensembl	nucleic acid binding	2688
ENST00000289547	ENSG00000015520	7	44552134	44580914	NPC1L1	51.5	protein_coding	ensembl	cholesterol biosynthetic process	4080
ENST00000017003	ENSG00000015532	17	48423453	48438512	XYLT2	56.54	protein_coding	ensembl	membrane	2598
ENST00000016946	ENSG00000015568	2	110551885	110615270	RGPD5	39.34	protein_coding	ensembl	intracellular transport	5298
ENST00000522908	ENSG00000015592	8	27097207	27115921	STMN4	48.03	protein_coding	ensembl	regulation of microtubule polymerization or depolymerization	777
ENST00000355451	ENSG00000015676	7	44421969	44530479	NUDCD3	44.22	protein_coding	ensembl		1086
ENST00000230658	ENSG00000016082	5	50678921	50690564	ISL1	44.97	protein_coding	ensembl	axon regeneration	1050
ENST00000315251	ENSG00000016391	3	53850387	53880417	CHDH	49.73	protein_coding	ensembl	choline dehydrogenase activity	1785
ENST00000316649	ENSG00000016402	6	137321108	137366101	IL20RA	41.2	protein_coding	ensembl	protein binding	1662
ENST00000234701	ENSG00000016490	1	86934051	86965942	CLCA1	40.09	protein_coding	ensembl	calcium ion transport	2745
ENST00000370563	ENSG00000016602	1	87012761	87046437	CLCA4	37.99	protein_coding	ensembl	integral to plasma membrane	2760
ENST00000266014	ENSG00000016864	3	52728508	52740048	GLT8D1	44.49	protein_coding	ensembl	transferase activity, transferring glycosyl groups	1116
ENST00000393221	ENSG00000017260	3	130569450	130735400	ATP2C1	37.56	protein_coding	ensembl	signal transducer activity	2922
ENST00000578925	ENSG00000017373	17	36688679	36762095	SRCIN1	56.67	protein_coding	ensembl	regulation of cell migration	3654
ENST00000307046	ENSG00000017427	12	102811269	102874341	IGF1	39.66	protein_coding	ensembl	regulation of establishment or maintenance of cell polarity	588
ENST00000317669	ENSG00000017483	X	48316928	48328644	SLC38A5	54.89	protein_coding	ensembl	transmembrane transport	1419
ENST00000019317	ENSG00000017797	18	9475007	9538112	RALBP1	41.38	protein_coding	ensembl	Rac GTPase activator activity	1968
ENST00000381006	ENSG00000018189	4	71587712	71673032	RUFY3	39.91	protein_coding	ensembl	protein binding	1863
ENST00000347616	ENSG00000018236	12	41302156	41464094	CNTN1	35.21	protein_coding	ensembl	protein binding	3057
ENST00000233202	ENSG00000018280	2	219246752	219261617	SLC11A1	55.34	protein_coding	ensembl	response to lipopolysaccharide	1653
ENST00000360632	ENSG00000018408	3	149238032	149375888	WWTR1	41.07	protein_coding	ensembl	positive regulation of transcription from RNA polymerase II promoter	1203
ENST00000264167	ENSG00000018510	2	178257372	178408564	AGPS	36.02	protein_coding	ensembl	UDP-N-acetylmuramate dehydrogenase activity	1977
ENST00000371594	ENSG00000018610	X	118672112	118699397	CXorf56	44.31	protein_coding	ensembl		669
ENST00000361216	ENSG00000018625	1	160085563	160113381	ATP1A2	50.38	protein_coding	ensembl	regulation of cardiac muscle cell contraction	3063
ENST00000317907	ENSG00000018699	2	32853129	33046118	TTC27	39.46	protein_coding	ensembl	biological_process	2532
ENST00000301310	ENSG00000018869	19	56894121	56904889	ZNF582	40.84	protein_coding	ensembl	transcription, DNA-dependent	1554
ENST00000326621	ENSG00000019102	11	124617368	124622134	VSIG2	53.7	protein_coding	ensembl	membrane	984
ENST00000356063	ENSG00000019144	11	118478358	118528735	PHLDB1	54.31	protein_coding	ensembl	protein binding	3960
ENST00000327097	ENSG00000019169	2	119699742	119752236	MARCO	44.33	protein_coding	ensembl	apoptotic cell clearance	1563
ENST00000216862	ENSG00000019186	20	52769988	52790512	CYP24A1	43.36	protein_coding	ensembl	mitochondrial inner membrane	1545
ENST00000263765	ENSG00000019485	11	45115564	45246903	PRDM11	47.73	protein_coding	ensembl	protein binding	1536
ENST00000020926	ENSG00000019505	11	45261852	45307870	SYT13	46.27	protein_coding	ensembl	integral to plasma membrane	1281
